dim and distant,Far in the past,That’s from my dim and distant youth,3
dime's worth,Small amount or minimal value,He didn’t contribute a dime’s worth of effort,3
diminishing returns,Decreasing benefit over time,Study shows diminishing returns after 8 hours,5
dine on ashes,Feel deep regret or sorrow,He dined on ashes after the loss,2
dip a toe into,Try cautiously,She dipped a toe into online dating,4
dip into,Use a small portion of something,He dipped into his savings,5
diplomatic flu,Fake illness to avoid event,The minister caught a “diplomatic flu,”2
dip one's toe in,Experiment carefully,He dipped his toe in the crypto market,4
dip out,Leave or miss out (slang),I’m gonna dip out early tonight,4
dirt file,Collection of compromising information,The opposition kept a dirt file on him,3
dirt-poor,Extremely poor,They grew up dirt-poor,4
dirty laundry,Private matters made public,He aired his dirty laundry in public,5
dirty look,Disapproving glare,She gave him a dirty look,5
dirty money,Illegally earned money,He was arrested for laundering dirty money,5
dirty word,Forbidden or disliked topic,‘Socialism’ is a dirty word to some,4
dirty work,Unpleasant or immoral task,He let others do his dirty work,5
Disgusted of Tunbridge Wells,Persona of a moralizing British letter writer,It was written by “Disgusted of Tunbridge Wells.”,2
dishpan hands,Hands rough from washing dishes,She complained about dishpan hands,3
dish the dirt,Gossip or reveal secrets,They love to dish the dirt at lunch,5
dismal science,Economics (nickname),Economics is called the dismal science,4
dive in,Start enthusiastically,She dove in without hesitation,5
do a bunk,Run away suddenly,He did a bunk to avoid paying rent,3
do a number on,Harm or affect badly,That sunburn really did a number on me,5
do a slow burn,Be quietly angry,He did a slow burn after the insult,4
do away with,Eliminate or abolish,They plan to do away with old rules,5
do by halves,Do something incompletely,He never does things by halves,4
do cartwheels,Be very happy,She did cartwheels when she got the job,5
doctors make the worst patients,Professionals ignore their own advice,It’s true—doctors make the worst patients,4
dodge a bullet,Avoid a disaster,We really dodged a bullet there,5
do down,Defeat or belittle someone,He tried to do me down in front of the boss,3
do drugs,Use illegal substances,He was arrested for doing drugs,5
does the Pope shit in the woods,Humorous emphatic “yes,”Is the sky blue? Does the Pope shit in the woods?,3
does the Pope wear a funny hat,Emphatic “yes,”Will he win? Does the Pope wear a funny hat?,4
do exactly what it says on the tin,Be exactly as described,The app does exactly what it says on the tin,4
dog and cat,Frequent quarrelling couple,They live like dog and cat,3
dog and pony show,Overblown presentation,That meeting was just a dog and pony show,4
dog around,Loiter or idle,He’s been dogging around all afternoon,2
doggonit,Mild expletive for annoyance,Doggonit, I dropped my keys!,3
dog in the hunt,Having a stake in something,He’s got no dog in this hunt,4
dog in the manger,Person preventing others’ enjoyment,He’s a real dog in the manger about it,4
dog my cats,Expression of surprise (archaic),Well, I’ll be dog my cats!,1
dog's breakfast,Complete mess,His report was a dog’s breakfast,5
dog's chance,Slim opportunity,He hasn’t got a dog’s chance,3
dog's life,Hard or unpleasant life,He’s had a dog’s life since the layoff,4
dog that caught the car,Person unprepared for success,He’s like the dog that caught the car,4
dog-tired,Extremely exhausted,I’m dog-tired after work,5
dog who caught the tire,Variant of “dog that caught the car,”He’s the dog who caught the tire—no plan next,2
do ill,Do harm,He means to do you no ill,3
do it tough,Endure hardship,They’ve been doing it tough this winter,3
do justice,Treat or represent fairly,That photo doesn’t do her justice,5
dole out,Distribute,The teacher doled out the exams,5
dollar-sign eyes,Greedy motivation,He’s got dollar-sign eyes for profit,3
do me a favour,Expression of disbelief or irritation,Oh, do me a favour!,4
do me a lemon,British slang for disbelief,Do me a lemon, that’s ridiculous!,2
done and dusted,Completely finished,The deal is done and dusted,5
done deal,Finalized agreement,It’s a done deal now,5
donkey's ears,Very long time,We haven’t seen them in donkey’s ears,3
donkey's years,Very long time,We’ve known each other for donkey’s years,5
donkey work,Boring or routine labor,He does all the donkey work in the office,4
don't call me sir, I work for a living,Humorous rejection of formality,Don’t call me sir—I work for a living!,3
don't call us, we'll call you,Rejection implying no further contact,Don’t call us, we’ll call you,5
don't drop the soap,Warning about vulnerability in prison (slang),He joked “don’t drop the soap” after sentencing,3
don't get someone started,Avoid triggering a rant,Don’t get her started on politics,5
don't give up your day job,You’re not good at that,Don’t give up your day job!,5
don't go there,Avoid a sensitive topic,Don’t go there—it’s painful,4
don't hold your breath,Don’t expect it soon,Don’t hold your breath for an apology,5
don't knock yourself out,Don’t overexert yourself,Don’t knock yourself out over it,4
don't let the door hit you on the way out,Good riddance,Don’t let the door hit you on the way out!,4
don't shit where you eat,Don’t mix work and personal life,He learned not to shit where he eats,4
don't sweat it,Don’t worry,Hey, don’t sweat it—it’s fine,5
don't tell me,Expression of realization,Don’t tell me—you forgot again!,4
don't worry,Expression of reassurance,Don’t worry, everything’s fine,5
do numbers,Make impressive statistics or profits,The video did crazy numbers online,4
doomed if you do, doomed if you don't,No-win situation,You’re doomed if you do, doomed if you don’t,4
do one's business,Relieve oneself,The dog’s doing its business outside,4
do one's damnedest,Try very hard,He did his damnedest to succeed,4
do one's darnedest,Try one’s best (milder),She did her darnedest to help,4
do one's homework,Prepare thoroughly,He always does his homework before meetings,5
do one's own thing,Act independently,She likes to do her own thing,5
do one's own time,Serve one’s sentence without informing,He’s doing his own time quietly,3
do one's utmost,Try as hard as possible,She did her utmost to save the team,5
do or die,Critical effort situation,It’s do or die in the final round,5
do-or-die,Situation requiring full commitment,They’re in a do-or-die match tonight,4
dope sheet,Informational summary,The dope sheet listed all the stats,3
do porridge,Serve time in prison (UK),He did five years’ porridge,3
do right by,Treat someone fairly,He tries to do right by his employees,4
dormitive principle,Explanation that explains nothing,That’s just a dormitive principle,2
dormitive virtue,Pseudo-explanation (satirical),He mocked the dormitive virtue fallacy,2
do somebody wrong,Treat unfairly,She felt he did her wrong,5
do someone like that,Treat someone badly,How could you do him like that?,4
do someone one better,Surpass someone,He tried to do her one better,4
do someone proud,Make someone proud,You really did us proud today,5
do someone's head in,Annoy or confuse,That noise is doing my head in!,4
do the dash,Flee quickly (slang),He did the dash after stealing,3
do the decent thing,Act honorably,He finally did the decent thing and confessed,4
do the dirty on,Betray someone,She did the dirty on her partner,3
do the honors,Perform a ceremonial act,Would you do the honors and cut the cake?,5
do the math,Figure it out logically,You do the math—it doesn’t add up,5
do the talking,Speak on behalf of others,Let her do the talking this time,4
do the trick,Achieve the desired result,A bit more salt should do the trick,5
do the work,Put in the effort,He’s willing to do the work,5
dot the i's and cross the t's,Pay attention to details,She dots the i’s and crosses the t’s,5
double back,Return by the same route,We doubled back to find the keys,4
double booked,Having two appointments at the same time,Sorry, I’m double booked tonight,5
double bookkeeping,Fraudulent accounting practice,He was caught using double bookkeeping,3
double Dutch,Nonsense or incomprehensible speech,It’s all double Dutch to me,4
double in brass,Perform two roles,She doubles in brass as both manager and accountant,2
double over,Bend in pain or laughter,He doubled over laughing,5
double taker,Someone who looks twice in surprise,That outfit made everyone a double taker,2
double tap,Two quick shots (esp. firearm term),He used the double tap technique,4
double-tongued,Deceitful or hypocritical,He’s a double-tongued politician,3
dough-faced,Pale or expressionless,He looked dough-faced after the shock,3
do up,Fasten or renovate,Do up your coat—it’s cold,4
dowdy up,Make less stylish,That haircut really dowdied her up,2
do well by doing good,Succeed through helping others,He believes in doing well by doing good,4
do well for oneself,Become successful or wealthy,He’s really done well for himself,5
do what,Expression of disbelief or confusion,You did what?,4
do with mirrors,Illusion or trick,It’s all done with mirrors,3
down and out,Destitute or defeated,He’s down and out after losing his job,4
down-and-outer,Person who is destitute,The shelter helps down-and-outers,3
down at heel,Shabby or poor,He looked a bit down at heel,3
down but not out,Temporarily defeated but still fighting,She’s down but not out,4
down cellar,In the basement,The tools are down cellar,3
down for the count,Temporarily defeated,He’s down for the count after that flu,4
down in the dumps,Depressed or sad,She’s been down in the dumps lately,5
down in the mouth,Unhappy or gloomy,He looked down in the mouth all day,4
down on one's luck,Experiencing misfortune,He’s really down on his luck,5
down on one's uppers,Poor and desperate,He’s down on his uppers since losing work,3
down the cludgie,Wasted (Scottish slang),All our effort’s gone down the cludgie,2
down the drain,Wasted or lost,All that money went down the drain,5
down the khazi,Wasted or ruined (British slang),The project’s gone down the khazi,3
down the line,Later or further along,We’ll discuss that down the line,4
down the pan,Failed or wasted,The plan’s gone down the pan,4
down the road,In the future or nearby,We’ll see results down the road,5
down the road, not across the street,Dark joke about suicide methods,He cut down the road, not across the street,1
down the toilet,Wasted completely,All his savings went down the toilet,5
down the track,Later on,We’ll know more down the track,4
down the tubes,Failed or lost,The project’s gone down the tubes,5
down to a fine art,Mastered skill perfectly,He’s got laziness down to a fine art,4
down-to-earth,Practical and realistic,She’s very down-to-earth,5
down tools,Stop working,The workers downed tools in protest,4
down to the short strokes,In the final stage,We’re down to the short strokes now,3
down to the wire,At the last possible moment,The game went down to the wire,5
down under,Australia (colloquial),He’s moving down under next year,5
down with the kids,Trendy or in touch with youth,He tries to stay down with the kids,3
drag on,Continue tediously,The meeting dragged on for hours,5
drag one's feet,Delay intentionally,He’s dragging his feet on the decision,5
drag through the mud,Publicly disgrace,They dragged his name through the mud,5
drain the python,Urinate (slang),He went to drain the python,3
drain the snake,Same as “drain the python,”He stopped to drain the snake,3
drama king,Man who overreacts,He’s such a drama king,4
drama queen,Person who exaggerates emotions,Stop being a drama queen!,5
draw a blank,Fail to find or remember,He drew a blank on the question,5
draw a line,Set a limit,You have to draw a line somewhere,5
draw a long bow,Exaggerate,He’s drawing a long bow with that story,3
draw a straight furrow,Behave honestly,He’s always drawn a straight furrow,2
draw even,Become equal,They drew even in the final round,4
draw fire,Attract criticism or attack,The ad drew fire from the public,4
draw in,Shorten days or involve someone,The nights are drawing in,3
drawing card,Main attraction,The new ride is the park’s drawing card,4
draw off,Withdraw or remove,He drew off a sample for testing,3
draw one's last breath,Die,He drew his last breath peacefully,5
draw stumps,Finish play or end proceedings,Let’s draw stumps for today,3
draw the line,Refuse to go further,She draws the line at lying,5
draw the long bow,Exaggerate a story,He tends to draw the long bow,3
draw the short straw,Be chosen for something unpleasant,He drew the short straw for cleanup,5
dress down,Scold severely,The boss dressed him down for being late,4
dressed to kill,Wearing striking clothes,She came dressed to kill,5
dressed to the nines,Dressed elegantly,They arrived dressed to the nines,5
dressing-down,Severe reprimand,He got a real dressing-down,4
dress to kill,Wear glamorous clothing,She always dresses to kill,5
dried-fish woman,Mean or sour-faced woman (archaic),She’s a dried-fish woman if ever there was one,1
drift apart,Grow distant,They drifted apart after school,5
drift off,Fall asleep,He drifted off during the movie,5
drill down,Examine in detail,Let’s drill down into the data,5
drink from a firehose,Receive too much information at once,New hires drink from a firehose,4
drinking hole,Bar or pub,They met at the local drinking hole,4
drink with the flies,Drink alone,He’s been drinking with the flies again,2
drive a coach and horses through,Completely undermine,That loophole drives a coach and horses through the law,3
drive a stake through its heart,End something completely,They drove a stake through its heart for good,3
drive away,Leave in a vehicle,She drove away without saying goodbye,5
drive a wedge,Create division,The rumor drove a wedge between them,5
drive-by media,Sensationalist news outlets,He blames the drive-by media,3
drive down,Reduce,They’re trying to drive down costs,4
drive off,Leave or chase away,The dog drove off the intruder,4
drive out,Expel or remove,The reforms drove out corruption,4
drive someone crazy,Irritate or frustrate,That noise is driving me crazy,5
drive someone to drink,Cause stress or frustration,Her behavior could drive anyone to drink,4
drive someone up the wall,Annoy extremely,His constant humming drives me up the wall,5
drive the porcelain bus,Vomit into a toilet (slang),He was driving the porcelain bus after the party,3
drive up,Increase,The demand drove up prices,5
drool bucket,Person overly eager or infatuated,He turned into a drool bucket around her,3
drop a bollock,Make a serious mistake (UK slang),He really dropped a bollock with that report,3
drop a bomb,Reveal shocking news,She dropped a bomb with her resignation,5
drop a bombshell,Make a startling revelation,He dropped a bombshell during the meeting,5
drop a brick,Make a social blunder,He dropped a brick by mentioning her ex,4
drop a dime,Inform on someone,He dropped a dime on his old gang,4
drop a hint,Suggest indirectly,She dropped a hint about wanting flowers,5
drop a log,Defecate (slang),He went to drop a log,3
drop in,Visit unexpectedly,They dropped in for coffee,5
drop in the bucket,Small or insignificant amount,That donation is a drop in the bucket,5
drop in the ocean,Tiny amount compared to total,Our effort was a drop in the ocean,5
drop in the pond,Small event causing ripples,It’s just a drop in the pond,4
drop in the sea,Negligible part of something vast,That’s a drop in the sea of expenses,3
drop off,Decrease or fall asleep,Sales dropped off last quarter,5
drop off the hooks,Die (nautical slang),The old sailor’s dropped off the hooks,2
drop off the radar,Disappear from attention,He dropped off the radar after graduation,4
drop out,Quit or withdraw,He dropped out of college,5
drop someone a line,Send a short message,Drop me a line when you arrive,5
drop the ball,Fail to act properly,He dropped the ball on that project,5
drop the bomb,Reveal shocking information,She dropped the bomb about her move,4
drop the f-bomb,Use the F-word,He dropped the f-bomb on live TV,4
drop the gloves,Engage in confrontation,The politicians dropped the gloves in debate,4
drop the mic,Finish dramatically,He ended his speech and dropped the mic,5
drop the topic,Stop discussing something,Let’s drop the topic,4
drop the writ,Officially call an election,The Prime Minister dropped the writ today,3
drop trow,Pull down one’s trousers (slang),He dropped trow in the locker room,3
drown out,Overpower with noise,The music drowned out our voices,5
drown the miller,Add too much water to beer (old idiom),He drowned the miller pouring that pint,2
drug of choice,Preferred addictive substance,Her drug of choice was caffeine,4
drug on the market,Item with little demand,The product became a drug on the market,3
drum into,Teach by repetition,They drummed safety rules into us,5
drum out,Expel or dismiss,He was drummed out of the army,4
drum up,Generate (interest or support),They’re drumming up new business,5
dry behind the ears,Inexperienced,He’s still a bit dry behind the ears,4
dry eye,Lack of tears or emotion,She watched with a dry eye,3
dry one's eyes,Stop crying,Dry your eyes—it’s over,5
dry out,Stop drinking or dry completely,He went to rehab to dry out,5
dry run,Practice or rehearsal,Let’s do a dry run before the event,5
dry up and blow away,Go away or disappear (informal),He told them to dry up and blow away,3
duck down,Bend quickly to avoid something,He ducked down as the ball flew by,5
ducked off,Leave quickly (slang),He ducked off before the boss arrived,3
duck off,Leave stealthily,She ducked off during the meeting,3
duck out,Leave abruptly or avoid duty,He ducked out of the meeting early,5
ducks and drakes,Waste money or resources,He’s playing ducks and drakes with his inheritance,3
duck soup,Something very easy,For him, the test was duck soup,4
due course,At the proper time,It will happen in due course,5
dumb as a post,Very stupid,He’s as dumb as a post,5
dumb down,Simplify excessively,The text was dumbed down for beginners,5
dumb luck,Pure chance,He won by dumb luck,5
dumb shit,Stupid person or act (vulgar),He pulled a dumb shit move,3
dummy run,Trial operation,They did a dummy run before launch,4
dummy spit,Tantrum or angry outburst (AUS),He had a dummy spit after losing,3
dump one's load,Vomit or defecate (slang),He went behind the shed to dump his load,3
Dunkirk spirit,Courage in adversity,They showed real Dunkirk spirit,4
durance vile,Imprisonment (archaic),He languished in durance vile,2
dust mouse,Small ball of dust,The corner was full of dust mice,3
dust off a batter,Throw near a batter to intimidate (baseball),The pitcher dusted off the batter,3
dust settles,Situation calms after chaos,When the dust settles, we’ll rebuild,5
dusty miller,Plant with silvery leaves,She planted dusty millers along the path,4
Dutch courage,Courage from alcohol,He needed Dutch courage to speak up,5
Dutch reckoning,Unfair or arbitrary bill,We got stuck with a Dutch reckoning,2
duty calls,Obligation requires attention,Duty calls—I must leave,5
dwarf standing on the shoulders of giants,Building on predecessors’ work,We are dwarfs standing on the shoulders of giants,4
dyed in the wool,Deeply ingrained or loyal,He’s a dyed-in-the-wool conservative,5
dyed-in-the-wool,Fully committed or unchanging,She’s a dyed-in-the-wool optimist,4
dying breed,Rare or disappearing group,He’s part of a dying breed of craftsmen,5
dying quail,Weak or falling hit (sports term),He hit a dying quail into shallow left field,3
dynamite charge,Powerful explosive or metaphor for intensity,That idea carries a dynamite charge,3
E=mc²,Formula expressing energy–mass equivalence,Einstein’s E=mc² changed physics forever,5
eager beaver,Enthusiastic hard worker,She’s such an eager beaver at the office,5
eagle eye,Sharp observer,He watched with an eagle eye,5
eagle out,Search carefully (slang),He eagled out the best seats in the house,2
eagle up,Prepare to act sharply,The guards eagled up when the alarm sounded,2
early bath,Leave early (esp. sports),He took an early bath after that red card,4
early bird,Person who starts early,The early bird catches the worm,5
earn one's crust,Make a living (UK),He earns his crust as a mechanic,4
earn one's keep,Work for what one receives,She earns her keep on the farm,4
ear-piercing,Extremely loud,The alarm was ear-piercing,5
ears are burning,Someone is talking about you,My ears are burning—are you gossiping?,5
ear to the ground,Stay aware of trends,Keep your ear to the ground for news,5
ear tunnel,Large earlobe piercing,He has huge ear tunnels,3
easier said than done,Harder to do than to say,Quitting smoking is easier said than done,5
easy come, easy go,Money lost easily was gained easily,He lost it all—easy come, easy go,5
easy does it,Proceed carefully,Easy does it—don’t spill it,5
easy mark,Someone easily deceived,He’s an easy mark for scams,4
easy money,Income earned with little effort,That job’s easy money,4
easy on the eye,Pleasing to look at,The design is easy on the eye,4
easy on the eyes,Attractive,He’s pretty easy on the eyes,5
easy pickings,Something easy to get or win,Those questions were easy pickings,4
easy street,Comfortable situation,He’s been on easy street since retirement,4
eat and leave no crumbs,Be perfect in performance,He ate and left no crumbs during that speech,3
eat an elephant one bite at a time,Handle a big task step by step,We’ll eat this elephant one bite at a time,4
eat away,Erode gradually,The acid eats away the metal,5
eat, breathe, and sleep,Be completely dedicated,He eats, breathes, and sleeps football,5
eat crow,Admit one’s mistake,He had to eat crow after being proven wrong,5
eat dirt,Be humiliated,He made me eat dirt in that argument,4
eat for two,Pregnant and eating more,She’s eating for two now,5
eat humble pie,Admit error and apologize,He had to eat humble pie after failing,5
eat it,Endure defeat or insult,They told him to eat it and move on,3
eat my shorts,Defiant phrase (slang),Eat my shorts!,4
eat one's cake and have it too,Try to have two incompatible things,You can’t eat your cake and have it too,5
eat one's feelings,Cope with emotions by eating,She eats her feelings after stress,4
eat one's gun,Commit suicide by firearm (slang),He threatened to eat his gun,2
eat one's hat,Expression of disbelief,If that’s true, I’ll eat my hat!,5
eat one's head off,Be very angry or consume a lot,He’s eating his head off with rage,3
eat one's heart out,Feel jealous or envious,He posted photos to make her eat her heart out,5
eat one's own,Attack members of one’s own group,Politicians often eat their own,3
eat one's own dog food,Use one’s own product,Our team eats its own dog food,5
eat one's seed corn,Use up future resources,We can’t eat our seed corn to survive today,3
eat one's Wheaties,Be energized or strong,He must’ve eaten his Wheaties this morning,4
eat one's young,Sacrifice newcomers for self-interest,This industry eats its young,3
eat out of someone's hand,Be completely trusting or obedient,He’s eating out of her hand,5
eat shit,Endure humiliation (slang),He told me to eat shit and leave,3
eat someone out of house and home,Consume all someone’s food,The kids eat me out of house and home,5
eat someone's dust,Be left behind or defeated,They ate our dust in the race,5
eat someone's lunch,Outperform or outcompete,The new startup ate their lunch,4
eat the mic,Speak too close to a microphone,He kept eating the mic on stage,3
eat the onion,Accept an unpleasant truth,He finally ate the onion and apologized,2
eat the rich,Criticize or attack the wealthy,The protesters shouted “Eat the rich!”,4
eat up with a spoon,Adore or love greatly,The fans ate him up with a spoon,3
economical with the truth,Not fully honest,He was economical with the truth,5
edge of the earth,Extreme or faraway place,They traveled to the edge of the earth,4
edge of the world,Remote or distant place,We felt like we were at the edge of the world,5
edge out,Gradually defeat,She edged out the competition,5
effluxion of time,Expiration through time,The lease ended by effluxion of time,2
egg on,Encourage or provoke,He egged her on to try it,5
eggs in moonshine,Unrealistic hope or plan,That’s just eggs in moonshine,2
either do or die,Be fully committed,It’s either do or die now,4
elbowed,Pushed aside or out,He got elbowed out of the deal,3
elbow grease,Hard physical effort,With some elbow grease, it’ll shine again,5
elbow mentality,Selfish behavior,There’s too much elbow mentality in this business,3
electronic superhighway,The internet,The electronic superhighway changed communication,4
element of surprise,Unexpected advantage,The attack relied on the element of surprise,5
elephant in the room,Obvious but ignored problem,No one mentioned the elephant in the room,5
eleventh hour,Last possible moment,He finished at the eleventh hour,5
eleventh-hour,Done just before a deadline,An eleventh-hour decision saved the deal,4
Elvis has left the building,The show is over,That’s it—Elvis has left the building,5
Elysian Fields,Paradise or afterlife,He dreamed of the Elysian Fields,3
embarrassment of riches,Too much of a good thing,They faced an embarrassment of riches,4
éminence grise,Power behind the scenes,He’s the éminence grise of the company,4
emotional cripple,Someone unable to express emotions,He’s an emotional cripple after the breakup,3
emperor's new clothes,Blind acceptance of nonsense,It’s the emperor’s new clothes all over again,5
employ a steam engine to crack a nut,Use excessive means for a small task,They’re employing a steam engine to crack a nut,2
empty suit,Person with title but no substance,He’s just another empty suit,4
empty the clip,Fire all ammunition (slang),He emptied the clip into the target,3
empty the tank,Exhaust one’s energy,They emptied the tank in that game,4
empty words,Promises without action,Those are just empty words,5
end in smoke,Fail without result,The plan ended in smoke,4
end in tears,End badly,It’ll all end in tears,5
end of,Final or definitive,That’s the end of it,5
end of the line,Final stage or limit,It’s the end of the line for that project,5
end of the world,Total catastrophe,It’s not the end of the world—calm down,5
Energizer bunny,Person with endless energy,She’s like the Energizer bunny,5
enough to choke a horse,Excessive amount,He’s got enough food to choke a horse,4
enough to go around,Sufficient for everyone,There’s enough to go around,5
enough to make a cat laugh,Silly or ridiculous,That excuse is enough to make a cat laugh,3
enough to make the angels weep,Extremely sad or shameful,It’s enough to make the angels weep,3
enter on the boards,Make a stage debut,She entered on the boards at sixteen,2
equal to,Capable of handling something,He’s equal to the task,4
err on the side of,Choose the safer option,Let’s err on the side of caution,5
err on the side of caution,Act conservatively,Doctors err on the side of caution,5
escape fire,Emergency tactic to survive a wildfire,He used an escape fire to survive,2
esprit de corps,Group morale or unity,The team’s esprit de corps is strong,4
eternal sleep,Death euphemism,He’s gone to eternal sleep,4
eternal triangle,Love triangle,It’s another eternal triangle drama,3
e-thumb,Electronic approval (slang),He gave it an e-thumb up,2
E ticket,High-quality or exciting experience,That ride was an E ticket thrill,3
eureka moment,Sudden realization,She had a eureka moment in the lab,5
Evel Knievel,Daredevil person,He drives like Evel Knievel,4
even keel,Stable condition,We’re finally on an even keel,5
even money,Equal chance of success,It’s even money they’ll win,4
even the score,Get revenge or equalize,He wanted to even the score,5
ever after,For all future time,They lived happily ever after,5
everlasting staircase,Endless repetitive process,The bureaucracy is an everlasting staircase,2
every bit,Completely,She’s every bit as smart as he is,5
everybody and his brother,Almost everyone,Everybody and his brother was there,4
everybody who is anybody,All important people,Everybody who is anybody attended,4
every inch,Completely or in every respect,He’s every inch a leader,5
every last,Every single one,She counted every last coin,5
every man Jack,Every single person,Every man Jack of them was there,4
every old nook and cranny,Every small place,They cleaned every old nook and cranny,4
everything and the kitchen sink,Almost everything possible,She packed everything and the kitchen sink for the trip,5
everything but the kitchen sink,Nearly everything,He threw in everything but the kitchen sink,5
everything in the garden is rosy,Everything is going well,Don’t worry—everything in the garden is rosy,3
everything one touches turns to gold,Extremely successful in everything,Since he started investing, everything he touches turns to gold,4
everything one touches turns to shit,Everything one does goes wrong,Ever since the breakup, everything he touches turns to shit,3
every time,On every occasion,She wins every time,5
every which where,In all directions,The papers were scattered every which where,4
every woman Jill,Every ordinary woman,She’s an every woman Jill,2
evil twin,Opposite or dark counterpart,He blamed it on his evil twin,5
excess baggage,Emotional or psychological burdens,He’s carrying a lot of excess baggage from his past,4
exchange contracts,Finalize a property deal,They exchanged contracts last Friday,4
exchange flesh,Engage in sexual activity,They were caught exchanging flesh,2
exchange of contracts,Formal stage in property sale,The exchange of contracts is next week,3
execution-style,In a deliberate killing manner,The victim was shot execution-style,4
exit stage left,Leave quietly or abruptly,He exited stage left before questions began,4
expensive drunk,Person who needs a lot of alcohol to get drunk,She’s an expensive drunk,3
expose oneself,Reveal one’s body or secrets,He was arrested for exposing himself,5
express elevator,Fast or direct route (literal or metaphorical),He’s on the express elevator to success,4
extend one's hand,Offer help or friendship,She extended her hand in peace,5
extract the urine,Mock or tease (UK slang),They were just extracting the urine,4
extra pair of hands,Additional help,We could use an extra pair of hands,5
eyeblink,Extremely short moment,It was gone in an eyeblink,4
eye-catching,Attractive or noticeable,That ad is really eye-catching,5
eye-catchingly,In a striking way,She was dressed eye-catchingly in red,4
eye for an eye,Justice of equal retaliation,An eye for an eye makes the whole world blind,5
eye of the beholder,Subjective perception of beauty,Beauty is in the eye of the beholder,5
eye of the storm,Calm center of chaos,He stayed calm in the eye of the storm,5
eye-opener,Surprising revelation,That book was a real eye-opener,5
eye sex,Exchange of suggestive glances,They were having eye sex across the room,4
eyes on the prize,Stay focused on the goal,Keep your eyes on the prize,5
eye up,Look at with interest or desire,He eyed up the new car,4
face down,Confront or oppose directly,He faced down his critics with confidence,5
face facts,Accept reality,It’s time to face facts,5
faceless bureaucrat,Anonymous official with no individuality,He complained about faceless bureaucrats in government,4
face like the back end of a bus,Very unattractive (slang),She’s got a face like the back end of a bus,3
face that would stop a clock,Extremely unattractive face,He’s got a face that would stop a clock,3
face the music,Accept consequences,It’s time to face the music,5
face value,Literal worth or appearance,Don’t take his words at face value,5
fact is,Statement of truth or emphasis,Fact is, we need more time,5
factor in,Include in consideration,You need to factor in the extra costs,5
factor space,Mathematical domain of factors,This vector lies within factor space,3
facts on the ground,Real-world situation,We must respond to the facts on the ground,4
fade out,Gradually disappear or end,The sound faded out slowly,5
fail at life,Be generally unsuccessful (slang),He acts like he’s failing at life,4
fail upwards,Advance despite failures,He keeps failing upwards in that company,4
fair enough,Expression of acceptance or agreement,‘I disagree but fair enough,’ she said,5
fair game,Legitimate target or opportunity,Politicians are fair game for satire,5
fair-haired boy,Favored person,He’s the boss’s fair-haired boy,4
fair sex,Women collectively (old-fashioned),The fair sex arrived fashionably late,3
fair shake,Equal opportunity,Everyone deserves a fair shake,5
fair share,Proper or equal portion,He got more than his fair share,5
fair to middling,Adequate or average,The results were fair to middling,4
fair-weather fan,Supporter only when things go well,He’s just a fair-weather fan,5
fair-weather friend,Friend only in good times,You’ll see who’s a fair-weather friend,5
fairy money,Imaginary or worthless money,That crypto turned out to be fairy money,3
fall apart,Collapse physically or emotionally,She fell apart after the breakup,5
fall around,Laugh uncontrollably,We were falling around laughing,4
fall asleep,Start sleeping,He fell asleep instantly,5
fall at the last hurdle,Fail near success,The team fell at the last hurdle,4
fall behind,Fail to keep up,He fell behind in his studies,5
fall between the cracks,Be overlooked or neglected,Some students fall between the cracks,5
fall between two stools,Fail by not choosing one side,He fell between two stools with that compromise,3
fall by the wayside,Fail to continue,Many startups fall by the wayside,4
fall for,Be deceived by or fall in love with,He fell for that scam,5
fall foul,Come into conflict,He fell foul of the new regulations,4
fall from grace,Lose status or favor,The minister fell from grace,5
falling out,Disagreement or quarrel,They had a falling out last year,5
fall in line,Conform or obey,The soldiers fell in line,5
fall into,Enter or begin unexpectedly,He fell into teaching by chance,4
fall into a trap,Be deceived,Don’t fall into that trap again,5
fall into place,Fit together naturally,Everything’s falling into place,5
fall into someone's lap,Receive without effort,The offer fell into his lap,4
fall into the wrong hands,Be obtained by someone dangerous,This data mustn’t fall into the wrong hands,5
fall off a truck,Be stolen (slang),Those watches fell off a truck,4
fall off one's chair,Be extremely surprised,She nearly fell off her chair,4
fall off one's perch,Die (humorous),The parrot finally fell off its perch,3
fall off the back of a lorry,Be stolen (UK slang),These phones fell off the back of a lorry,5
fall off the back of a truck,Be stolen (US slang),That gear fell off the back of a truck,5
fall off the turnip truck,Be naive or gullible,He didn’t just fall off the turnip truck,4
fall off the wagon,Resume drinking after abstaining,He fell off the wagon last weekend,5
fall on a grenade,Sacrifice oneself for others,She fell on a grenade to save her team’s reputation,4
fall on one's face,Fail completely,He fell on his face during the presentation,5
fall on one's sword,Accept blame and resign,He fell on his sword to protect the company,5
fall on someone's neck,Embrace affectionately,She fell on his neck in relief,4
fall out,Argue or disagree,They fell out over money,5
fall out of the ugly tree and hit every branch,Very unattractive (humorous),He must’ve fallen out of the ugly tree and hit every branch,3
fall over,Trip or collapse
face down,Confront boldly or lie facing downward,He had to face down his fears,5
face facts,Accept reality,You need to face facts about your finances,5
faceless bureaucrat,Impersonal official,The decision came from some faceless bureaucrat,4
face like the back end of a bus,Very unattractive (slang),He’s got a face like the back end of a bus,3
face that would stop a clock,Extremely ugly or striking,She’s got a face that would stop a clock,3
